Sector,Missing_Prices_Count,Missing_Prices_Pct
Nifty Auto,16,1.2987012987012987
Nifty FMCG,16,1.2987012987012987
Nifty IT,1,0.08116883116883117
Nifty Metal,16,1.2987012987012987
Nifty Pharma,2,0.16233766233766234
Nifty Bank,1,0.08116883116883117
Nifty 50,0,0.0
