Date,Nifty Auto,Nifty FMCG,Nifty IT,Nifty Metal,Nifty Pharma,Nifty Bank,Nifty 50
2021-10-29,11297.4501953125,38222.1015625,34408.75,5563.39990234375,13879.349609375,39115.1484375,17671.650390625
2021-11-01,11421.0,38663.6484375,35290.0,5733.75,14049.4501953125,39763.2890625,17929.650390625
2021-11-02,11521.25,38616.19921875,35177.3515625,5643.14990234375,13993.2001953125,39937.984375,17888.94921875
2021-11-03,11401.2001953125,38370.1015625,35177.1015625,5695.4501953125,13888.2998046875,39401.59375,17829.19921875
2021-11-04,11569.7998046875,38710.1015625,35334.25,5697.9501953125,13948.2001953125,39573.23828125,17916.80078125
2021-11-08,11645.75,39094.75,35782.3515625,5780.4501953125,13851.25,39437.79296875,18068.55078125
2021-11-09,11766.25,38964.25,35815.1015625,5761.60009765625,13878.7001953125,39368.34375,18044.25
2021-11-10,11829.150390625,38917.3515625,35722.94921875,5660.4501953125,13911.2998046875,39022.796875,18017.19921875
2021-11-11,11690.150390625,38542.55078125,35583.6484375,5681.0,13717.7998046875,38559.75,17873.599609375
2021-11-12,11706.5,38912.75,36332.30078125,5728.7001953125,13774.650390625,38732.90234375,18102.75
2021-11-15,11687.650390625,39278.30078125,36465.30078125,5624.2998046875,13974.349609375,38701.90234375,18109.44921875
2021-11-16,11977.2998046875,39014.6484375,36643.8984375,5586.35009765625,13798.7998046875,38306.65625,17999.19921875
2021-11-17,12061.7998046875,39013.44921875,36660.8984375,5568.10009765625,13621.900390625,38041.109375,17898.650390625
2021-11-18,11747.4501953125,38866.5,36007.0,5423.89990234375,13481.400390625,37975.80859375,17764.80078125
2021-11-22,11379.75,38351.6484375,35478.94921875,5421.60009765625,13245.349609375,37128.37109375,17416.55078125
2021-11-23,11455.7001953125,38560.1015625,35504.3984375,5600.39990234375,13489.9501953125,37272.3671875,17503.349609375
2021-11-24,11308.849609375,38178.19921875,34966.25,5602.60009765625,13408.099609375,37441.515625,17415.05078125
2021-11-25,11247.75,38259.75,35300.25,5624.0,13566.5,37364.31640625,17536.25
2021-11-26,10759.599609375,37547.1484375,34606.1484375,5323.75,13797.099609375,36025.08203125,17026.44921875
2021-11-29,10704.150390625,37324.8515625,34870.75,5304.7001953125,13648.7998046875,35976.03125,17053.94921875
2021-11-30,10603.5498046875,37386.94921875,35043.75,5201.7001953125,13662.7998046875,35694.88671875,16983.19921875
2021-12-01,10758.150390625,37457.8515625,35429.0,5322.2001953125,13442.099609375,36364.4765625,17166.900390625
2021-12-02,10873.150390625,37892.6015625,36157.8515625,5405.0498046875,13557.0,36507.82421875,17401.650390625
2021-12-03,10788.75,37498.1015625,35848.05078125,5392.39990234375,13443.849609375,36196.7265625,17196.69921875
2021-12-06,10589.7998046875,36821.8515625,34879.3984375,5327.89990234375,13192.25,35735.484375,16912.25
2021-12-07,10759.0,37175.8515625,35272.30078125,5494.4501953125,13234.349609375,36617.97265625,17176.69921875
2021-12-08,11007.7001953125,37659.94921875,35959.05078125,5594.89990234375,13433.849609375,37284.265625,17469.75
2021-12-09,11058.75,38201.6484375,35946.3515625,5629.7998046875,13449.400390625,37082.01953125,17516.849609375
2021-12-10,11080.0498046875,38189.55078125,35939.6015625,5658.89990234375,13446.099609375,37105.21875,17511.30078125
2021-12-13,11047.150390625,37823.55078125,36050.55078125,5642.7998046875,13432.900390625,36924.8203125,17368.25
2021-12-14,10972.150390625,37642.6015625,36102.55078125,5666.7998046875,13575.900390625,36893.51953125,17324.900390625
2021-12-15,11026.0,37424.6484375,35737.19921875,5604.10009765625,13512.0498046875,36789.125,17221.400390625
2021-12-16,10945.75,37244.3515625,36160.30078125,5597.14990234375,13393.650390625,36548.22265625,17248.400390625
2021-12-17,10678.650390625,36438.0,36647.8984375,5476.7998046875,13230.7001953125,35618.234375,16985.19921875
2021-12-20,10405.2998046875,36084.6484375,35916.44921875,5269.60009765625,13184.4501953125,34439.453125,16614.19921875
2021-12-21,10483.900390625,36336.80078125,36627.1484375,5424.60009765625,13282.849609375,34607.44921875,16770.849609375
2021-12-22,10652.5498046875,36505.55078125,36989.1484375,5521.10009765625,13547.7001953125,35029.09375,16955.44921875
2021-12-23,10731.0498046875,36995.1015625,37362.8515625,5519.89990234375,13644.5,35190.73828125,17072.599609375
2021-12-24,10620.75,36913.75,37727.80078125,5492.7001953125,13491.25,34856.64453125,17003.75
2021-12-27,10641.650390625,36883.3984375,37988.5,5489.4501953125,13710.150390625,35057.4921875,17086.25
2021-12-28,10783.849609375,37162.69921875,38357.80078125,5538.7001953125,13836.150390625,35183.390625,17233.25
2021-12-29,10829.5498046875,37028.69921875,38274.6484375,5480.5498046875,14072.900390625,35044.9921875,17213.599609375
2021-12-30,10755.650390625,37075.6484375,38658.80078125,5416.64990234375,14135.5,35063.1953125,17203.94921875
2021-12-31,10936.900390625,37579.94921875,38701.05078125,5521.75,14223.0,35481.28515625,17354.05078125
2022-01-03,11114.5498046875,37606.05078125,39123.80078125,5628.10009765625,14156.400390625,36421.4765625,17625.69921875
2022-01-04,11139.400390625,37800.3515625,39370.69921875,5606.85009765625,14040.650390625,36839.71875,17805.25
2022-01-05,11256.849609375,37910.94921875,38609.1484375,5684.14990234375,13999.849609375,37695.4609375,17925.25
2022-01-06,11316.599609375,37622.5,38009.0,5656.0,13912.25,37489.8125,17745.900390625
2022-01-07,11290.900390625,37864.44921875,38139.8515625,5684.85009765625,13857.9501953125,37739.1640625,17812.69921875
2022-01-10,11501.7001953125,37984.05078125,38212.19921875,5718.7998046875,13858.9501953125,38347.453125,18003.30078125
2022-01-11,11479.7001953125,37849.8984375,38605.44921875,5610.35009765625,13854.25,38441.75390625,18055.75
2022-01-12,11645.900390625,37992.94921875,38604.75,5685.0,13833.7001953125,38727.1015625,18212.349609375
2022-01-13,11686.150390625,38087.25,38607.0,5882.75,14051.150390625,38469.50390625,18257.80078125
2022-01-14,11643.0498046875,37816.0,38826.8515625,5871.39990234375,13964.150390625,38369.953125,18255.75
2022-01-17,11881.25,37988.8984375,38804.94921875,5888.39990234375,13862.4501953125,38215.703125,18308.099609375
2022-01-18,11598.75,37503.1484375,38091.75,5755.14990234375,13697.599609375,38209.85546875,18113.05078125
2022-01-19,11681.400390625,37106.3984375,37281.69921875,5801.10009765625,13682.7001953125,38040.91015625,17938.400390625
2022-01-20,11583.2001953125,36681.3984375,36662.19921875,5831.14990234375,13454.900390625,37850.41015625,17757.0
2022-01-21,11561.75,36812.8984375,36054.6015625,5719.5498046875,13243.0498046875,37573.86328125,17617.150390625
2022-01-24,11261.2001953125,35941.3515625,34821.6015625,5420.4501953125,12998.599609375,36947.12109375,17149.099609375
2022-01-25,11522.75,36382.8515625,34707.44921875,5485.14990234375,13092.099609375,37706.3125,17277.94921875
2022-01-27,11561.599609375,35966.80078125,33475.05078125,5445.89990234375,12847.900390625,37981.66015625,17110.150390625
2022-01-28,11493.400390625,36188.30078125,33851.94921875,5466.0498046875,12983.0498046875,37688.9609375,17101.94921875
2022-01-31,11703.5,36467.25,34824.55078125,5473.4501953125,13179.900390625,37974.91015625,17339.849609375
2022-02-01,11616.099609375,37183.80078125,35371.6484375,5719.39990234375,13477.5,38505.05078125,17576.849609375
2022-02-02,11632.400390625,37581.5,35788.75,5779.7001953125,13643.650390625,39330.04296875,17780.0
2022-02-03,11683.400390625,37467.19921875,35056.80078125,5761.60009765625,13617.599609375,39009.546875,17560.19921875
2022-02-04,11560.599609375,37508.3984375,35080.1015625,5829.5,13580.2998046875,38788.90234375,17516.30078125
2022-02-07,11407.25,36764.94921875,34621.25,5829.0,13381.7001953125,37995.0078125,17213.599609375
2022-02-08,11429.7998046875,36765.94921875,34521.55078125,5875.60009765625,13444.7001953125,38028.0078125,17266.75
2022-02-09,11680.150390625,36852.8515625,34983.30078125,5985.0,13570.2998046875,38609.80078125,17463.80078125
2022-02-10,11674.0498046875,36982.55078125,35341.8515625,6059.4501953125,13613.0498046875,39010.49609375,17605.849609375
2022-02-11,11552.900390625,36671.6484375,34379.05078125,6023.7998046875,13510.2998046875,38516.80078125,17374.75
2022-02-14,11107.150390625,35661.25,33880.6484375,5719.0,13252.150390625,36908.12109375,16842.80078125
2022-02-15,11552.2998046875,36438.69921875,34913.30078125,5845.5,13356.900390625,38169.65625,17352.44921875
2022-02-16,11509.7001953125,36460.75,34801.94921875,5812.14990234375,13425.099609375,37953.359375,17322.19921875
2022-02-17,11492.849609375,36571.69921875,34634.1015625,5793.39990234375,13324.400390625,37531.2109375,17304.599609375
2022-02-18,11420.4501953125,36498.69921875,34483.1015625,5778.39990234375,13208.7998046875,37598.7109375,17276.30078125
2022-02-21,11361.599609375,36200.30078125,34472.05078125,5658.9501953125,13029.900390625,37685.1640625,17206.650390625
2022-02-22,11343.0498046875,35879.8515625,34129.55078125,5595.89990234375,12954.5,37371.21484375,17092.19921875
2022-02-23,11318.7001953125,35933.1015625,34114.30078125,5608.89990234375,12976.2998046875,37391.6171875,17063.25
2022-02-24,10609.7998046875,34735.1484375,32547.900390625,5313.64990234375,12500.099609375,35227.69140625,16247.9501953125
2022-02-25,10895.2998046875,35292.55078125,33476.94921875,5618.7001953125,12899.849609375,36430.328125,16658.400390625
2022-02-28,10820.5498046875,35515.3984375,33847.8515625,5896.85009765625,12927.599609375,36204.87890625,16793.900390625
2022-03-02,10500.4501953125,35364.44921875,33720.0,6136.7001953125,12689.5498046875,35372.390625,16605.94921875
2022-03-03,10261.099609375,35019.6015625,34130.30078125,6210.25,12643.75,34943.89453125,16498.05078125
2022-03-04,9896.650390625,34627.8515625,34177.69921875,6010.14990234375,12600.150390625,34407.40234375,16245.349609375
2022-03-07,9480.4501953125,33657.44921875,34135.8984375,6136.14990234375,12546.849609375,32870.8671875,15863.150390625
